alloy_name,elastic_modulus,source,data_type,formula,reference_id
Hf1 Mo1 Nb1 Ti1 Zr1,128.0,MPEA Nano-indentation (calculated),calculated,Hf1 Mo1 Nb1 Ti1 Zr1,50
Hf1 Mo1 Nb1 Ti1 Zr1,128.0,MPEA Nano-indentation (calculated),calculated,Hf1 Mo1 Nb1 Ti1 Zr1,50
Hf0.333 Nb0.333 Ta0.333 Ti1 Zr0.667,103.0,MPEA Nano-indentation (calculated),calculated,Hf0.333 Nb0.333 Ta0.333 Ti1 Zr0.667,52
Hf1 Nb1 Ta1 Ti1 Zr1,107.0,MPEA Nano-indentation (calculated),calculated,Hf1 Nb1 Ta1 Ti1 Zr1,53
Hf1 Nb1 Ta1 Ti1 Zr1,107.0,MPEA Nano-indentation (calculated),calculated,Hf1 Nb1 Ta1 Ti1 Zr1,53
Hf1 Nb1 Ta1 Ti1 Zr1,107.0,MPEA Nano-indentation (calculated),calculated,Hf1 Nb1 Ta1 Ti1 Zr1,53
Hf1 Nb1 Ta1 Ti1 Zr1,107.0,MPEA Nano-indentation (calculated),calculated,Hf1 Nb1 Ta1 Ti1 Zr1,53
Hf1 Nb1 Ta1 Ti1 Zr1,107.0,MPEA Nano-indentation (calculated),calculated,Hf1 Nb1 Ta1 Ti1 Zr1,53
Hf1 Nb1 Ta1 Ti1 Zr1,107.0,MPEA Nano-indentation (calculated),calculated,Hf1 Nb1 Ta1 Ti1 Zr1,53
Hf1 Nb1 Ti1 Zr1,89.0,MPEA Nano-indentation (calculated),calculated,Hf1 Nb1 Ti1 Zr1,55
Mo1 Nb1 Ta1 V1,186.0,MPEA Nano-indentation (calculated),calculated,Mo1 Nb1 Ta1 V1,56
Mo1 Nb1 Ta1 V1 W1,229.0,MPEA Nano-indentation (calculated),calculated,Mo1 Nb1 Ta1 V1 W1,57
Mo1 Nb1 Ta1 V1 W1,229.0,MPEA Nano-indentation (calculated),calculated,Mo1 Nb1 Ta1 V1 W1,57
Mo1 Nb1 Ta1 V1 W1,229.0,MPEA Nano-indentation (calculated),calculated,Mo1 Nb1 Ta1 V1 W1,57
Mo1 Nb1 Ta1 V1 W1,229.0,MPEA Nano-indentation (calculated),calculated,Mo1 Nb1 Ta1 V1 W1,57
Mo1 Nb1 Ta1 V1 W1,229.0,MPEA Nano-indentation (calculated),calculated,Mo1 Nb1 Ta1 V1 W1,57
Mo1 Nb1 Ta1 V1 W1,229.0,MPEA Nano-indentation (calculated),calculated,Mo1 Nb1 Ta1 V1 W1,57
Mo1 Nb1 Ta1 V1 W1,229.0,MPEA Nano-indentation (calculated),calculated,Mo1 Nb1 Ta1 V1 W1,57
Mo1 Nb1 Ta1 W1,250.0,MPEA Nano-indentation (calculated),calculated,Mo1 Nb1 Ta1 W1,57
Mo1 Nb1 Ta1 W1,250.0,MPEA Nano-indentation (calculated),calculated,Mo1 Nb1 Ta1 W1,57
Mo1 Nb1 Ta1 W1,250.0,MPEA Nano-indentation (calculated),calculated,Mo1 Nb1 Ta1 W1,57
Mo1 Nb1 Ta1 W1,250.0,MPEA Nano-indentation (calculated),calculated,Mo1 Nb1 Ta1 W1,57
Mo1 Nb1 Ta1 W1,250.0,MPEA Nano-indentation (calculated),calculated,Mo1 Nb1 Ta1 W1,57
Mo1 Nb1 Ta1 W1,250.0,MPEA Nano-indentation (calculated),calculated,Mo1 Nb1 Ta1 W1,57
Mo1 Nb1 Ta1 W1,250.0,MPEA Nano-indentation (calculated),calculated,Mo1 Nb1 Ta1 W1,57
Mo0.3 Nb1 Ti1 V1 Zr1,114.0,MPEA Nano-indentation (calculated),calculated,Mo0.3 Nb1 Ti1 V1 Zr1,58
Mo0.5 Nb1 Ti1 V1 Zr1,122.0,MPEA Nano-indentation (calculated),calculated,Mo0.5 Nb1 Ti1 V1 Zr1,58
Mo0.7 Nb1 Ti1 V1 Zr1,130.0,MPEA Nano-indentation (calculated),calculated,Mo0.7 Nb1 Ti1 V1 Zr1,58
Mo1 Nb0.769 Ti0.769 V0.769 Zr0.769,150.0,MPEA Nano-indentation (calculated),calculated,Mo1 Nb0.769 Ti0.769 V0.769 Zr0.769,58
Mo1 Nb0.667 Ti0.667 V0.667 Zr0.667,156.0,MPEA Nano-indentation (calculated),calculated,Mo1 Nb0.667 Ti0.667 V0.667 Zr0.667,58
Mo1 Nb0.588 Ti0.588 V0.588 Zr0.588,161.0,MPEA Nano-indentation (calculated),calculated,Mo1 Nb0.588 Ti0.588 V0.588 Zr0.588,58
Mo1 Nb0.5 Ti0.5 V0.5 Zr0.5,169.0,MPEA Nano-indentation (calculated),calculated,Mo1 Nb0.5 Ti0.5 V0.5 Zr0.5,58
Mo1 Nb1 Ti1 V1 Zr1,141.0,MPEA Nano-indentation (calculated),calculated,Mo1 Nb1 Ti1 V1 Zr1,58
Mo1 Nb1 Ti1 V0.3 Zr1,142.0,MPEA Nano-indentation (calculated),calculated,Mo1 Nb1 Ti1 V0.3 Zr1,58
Mo0.1 Nb1 Ti1 V0.3 Zr1,102.0,MPEA Nano-indentation (calculated),calculated,Mo0.1 Nb1 Ti1 V0.3 Zr1,58
Mo0.3 Nb1 Ti1 V0.3 Zr1,112.0,MPEA Nano-indentation (calculated),calculated,Mo0.3 Nb1 Ti1 V0.3 Zr1,58
Mo0.5 Nb1 Ti1 V0.3 Zr1,122.0,MPEA Nano-indentation (calculated),calculated,Mo0.5 Nb1 Ti1 V0.3 Zr1,58
Mo0.7 Nb1 Ti1 V0.3 Zr1,130.0,MPEA Nano-indentation (calculated),calculated,Mo0.7 Nb1 Ti1 V0.3 Zr1,58
Mo1 Nb0.769 Ti0.769 V0.231 Zr0.769,153.0,MPEA Nano-indentation (calculated),calculated,Mo1 Nb0.769 Ti0.769 V0.231 Zr0.769,58
Mo1 Nb0.667 Ti0.667 V0.2 Zr0.667,159.0,MPEA Nano-indentation (calculated),calculated,Mo1 Nb0.667 Ti0.667 V0.2 Zr0.667,58
Nb1 Ti1 V0.3 Zr1,96.0,MPEA Nano-indentation (calculated),calculated,Nb1 Ti1 V0.3 Zr1,58
Nb1 Ti1 V1 Zr1,100.0,MPEA Nano-indentation (calculated),calculated,Nb1 Ti1 V1 Zr1,58
Mo1 Nb1 Ti1 V0.25 Zr1,142.0,MPEA Nano-indentation (calculated),calculated,Mo1 Nb1 Ti1 V0.25 Zr1,59
Mo1 Nb1 Ti1 V0.5 Zr1,142.0,MPEA Nano-indentation (calculated),calculated,Mo1 Nb1 Ti1 V0.5 Zr1,59
Mo1 Nb1 Ti1 V0.75 Zr1,141.0,MPEA Nano-indentation (calculated),calculated,Mo1 Nb1 Ti1 V0.75 Zr1,59
Mo1 Nb1 Ti1 V1 Zr1,141.0,MPEA Nano-indentation (calculated),calculated,Mo1 Nb1 Ti1 V1 Zr1,59
Mo0.667 Nb0.667 Ti0.667 V1 Zr0.667,140.0,MPEA Nano-indentation (calculated),calculated,Mo0.667 Nb0.667 Ti0.667 V1 Zr0.667,59
Mo0.5 Nb0.5 Ti0.5 V1 Zr0.5,139.0,MPEA Nano-indentation (calculated),calculated,Mo0.5 Nb0.5 Ti0.5 V1 Zr0.5,59
Mo0.333 Nb0.333 Ti0.333 V1 Zr0.333,138.0,MPEA Nano-indentation (calculated),calculated,Mo0.333 Nb0.333 Ti0.333 V1 Zr0.333,59
Mo1 Nb1 Ti1 Zr1,143.0,MPEA Nano-indentation (calculated),calculated,Mo1 Nb1 Ti1 Zr1,59
Co1 Fe1 Ni1 V1,184.0,MPEA Nano-indentation (calculated),calculated,Co1 Fe1 Ni1 V1,60
Al0.125 Co1 Cr1 Cu1 Fe1 Mn1 Ni1 Ti1 V1,164.0,MPEA Nano-indentation (experimental),experimental,Al0.125 Co1 Cr1 Cu1 Fe1 Mn1 Ni1 Ti1 V1,61
Al0.25 Co1 Cr1 Cu1 Fe1 Mn1 Ni1 Ti1 V1,190.0,MPEA Nano-indentation (experimental),experimental,Al0.25 Co1 Cr1 Cu1 Fe1 Mn1 Ni1 Ti1 V1,61
Al0.667 Co1 Cr1 Cu1 Fe1 Mn1 Ni1 Ti1 V1,163.0,MPEA Nano-indentation (experimental),experimental,Al0.667 Co1 Cr1 Cu1 Fe1 Mn1 Ni1 Ti1 V1,61
Co1 Cr1 Cu1 Fe1 Mn1 Ni1 Ti1 V1,74.0,MPEA Nano-indentation (experimental),experimental,Co1 Cr1 Cu1 Fe1 Mn1 Ni1 Ti1 V1,61
Cu1 Mn1 Ni1 Zn0.333,167.0,MPEA Nano-indentation (calculated),calculated,Cu1 Mn1 Ni1 Zn0.333,62
Cu1 Mn1 Ni1 Zn0.25,169.0,MPEA Nano-indentation (calculated),calculated,Cu1 Mn1 Ni1 Zn0.25,62
Al0.053 Cu1 Mn1 Ni1,173.0,MPEA Nano-indentation (calculated),calculated,Al0.053 Cu1 Mn1 Ni1,62
Al0.5 Co1 Cr1 Cu1 Fe1 Ni1,189.0,MPEA Nano-indentation (calculated),calculated,Al0.5 Co1 Cr1 Cu1 Fe1 Ni1,64
Al0.5 Co1 Cr1 Cu1 Fe1 Ni1,189.0,MPEA Nano-indentation (calculated),calculated,Al0.5 Co1 Cr1 Cu1 Fe1 Ni1,64
Al0.5 Co1 Cr1 Cu1 Fe1 Ni1,189.0,MPEA Nano-indentation (calculated),calculated,Al0.5 Co1 Cr1 Cu1 Fe1 Ni1,64
Al0.5 Co1 Cr1 Cu1 Fe1 Ni1,189.0,MPEA Nano-indentation (calculated),calculated,Al0.5 Co1 Cr1 Cu1 Fe1 Ni1,64
Al0.5 Co1 Cr1 Cu1 Fe1 Ni1,189.0,MPEA Nano-indentation (calculated),calculated,Al0.5 Co1 Cr1 Cu1 Fe1 Ni1,64
Al0.5 Co1 Cr1 Cu1 Fe1 Ni1,189.0,MPEA Nano-indentation (calculated),calculated,Al0.5 Co1 Cr1 Cu1 Fe1 Ni1,64
Al0.5 Co1 Cr1 Cu1 Fe1 Ni1,189.0,MPEA Nano-indentation (calculated),calculated,Al0.5 Co1 Cr1 Cu1 Fe1 Ni1,64
Al1 Co0.5 Cr0.5 Cu0.5 Fe0.5 Ni0.5,156.0,MPEA Nano-indentation (calculated),calculated,Al1 Co0.5 Cr0.5 Cu0.5 Fe0.5 Ni0.5,64
Al1 Co0.5 Cr0.5 Cu0.5 Fe0.5 Ni0.5,156.0,MPEA Nano-indentation (calculated),calculated,Al1 Co0.5 Cr0.5 Cu0.5 Fe0.5 Ni0.5,64
Al1 Co0.5 Cr0.5 Cu0.5 Fe0.5 Ni0.5,156.0,MPEA Nano-indentation (calculated),calculated,Al1 Co0.5 Cr0.5 Cu0.5 Fe0.5 Ni0.5,64
Al1 Co0.5 Cr0.5 Cu0.5 Fe0.5 Ni0.5,156.0,MPEA Nano-indentation (calculated),calculated,Al1 Co0.5 Cr0.5 Cu0.5 Fe0.5 Ni0.5,64
Al1 Co0.5 Cr0.5 Cu0.5 Fe0.5 Ni0.5,156.0,MPEA Nano-indentation (calculated),calculated,Al1 Co0.5 Cr0.5 Cu0.5 Fe0.5 Ni0.5,64
Al1 Co0.5 Cr0.5 Cu0.5 Fe0.5 Ni0.5,156.0,MPEA Nano-indentation (calculated),calculated,Al1 Co0.5 Cr0.5 Cu0.5 Fe0.5 Ni0.5,64
Al1 Co0.5 Cr0.5 Cu0.5 Fe0.5 Ni0.5,156.0,MPEA Nano-indentation (calculated),calculated,Al1 Co0.5 Cr0.5 Cu0.5 Fe0.5 Ni0.5,64
Al1 Co0.5 Cr0.5 Cu0.5 Fe0.5 Ni0.5,156.0,MPEA Nano-indentation (calculated),calculated,Al1 Co0.5 Cr0.5 Cu0.5 Fe0.5 Ni0.5,64
Al1 Cr1 Mo1 Nb1 Ti1,170.0,MPEA Nano-indentation (calculated),calculated,Al1 Cr1 Mo1 Nb1 Ti1,65
Al1 Cr1 Mo1 Nb1 Ti1,170.0,MPEA Nano-indentation (calculated),calculated,Al1 Cr1 Mo1 Nb1 Ti1,65
Al1 Cr1 Mo1 Nb1 Ti1,170.0,MPEA Nano-indentation (calculated),calculated,Al1 Cr1 Mo1 Nb1 Ti1,65
Al1 Cr1 Mo1 Nb1 Ti1,170.0,MPEA Nano-indentation (calculated),calculated,Al1 Cr1 Mo1 Nb1 Ti1,65
Al1 Cr1 Mo1 Nb1 Ti1,170.0,MPEA Nano-indentation (calculated),calculated,Al1 Cr1 Mo1 Nb1 Ti1,65
Al1 Cr1 Mo1 Nb1 Ti1,170.0,MPEA Nano-indentation (calculated),calculated,Al1 Cr1 Mo1 Nb1 Ti1,65
Al1 Cr1 Mo1 Nb1 Ti1,170.0,MPEA Nano-indentation (calculated),calculated,Al1 Cr1 Mo1 Nb1 Ti1,67
Al1 Cr1 Mo1 Nb1 Ti1,170.0,MPEA Nano-indentation (calculated),calculated,Al1 Cr1 Mo1 Nb1 Ti1,67
Al1 Cr1 Mo1 Nb1 Ti1,170.0,MPEA Nano-indentation (calculated),calculated,Al1 Cr1 Mo1 Nb1 Ti1,67
Al1 Cr1 Mo1 Nb1 Ti1,170.0,MPEA Nano-indentation (calculated),calculated,Al1 Cr1 Mo1 Nb1 Ti1,67
Al1 Cr1 Mo1 Ti1,189.0,MPEA Nano-indentation (calculated),calculated,Al1 Cr1 Mo1 Ti1,67
Al1 Cr1 Mo1 Ti1,189.0,MPEA Nano-indentation (calculated),calculated,Al1 Cr1 Mo1 Ti1,67
Al1 Cr1 Mo1 Ti1,189.0,MPEA Nano-indentation (calculated),calculated,Al1 Cr1 Mo1 Ti1,67
Al1 Cr1 Mo1 Ti1,189.0,MPEA Nano-indentation (calculated),calculated,Al1 Cr1 Mo1 Ti1,67
Al1 Cr1 Mo1 Ti1,189.0,MPEA Nano-indentation (calculated),calculated,Al1 Cr1 Mo1 Ti1,67
Al1 Mo1 Nb1 Ti1,151.0,MPEA Nano-indentation (calculated),calculated,Al1 Mo1 Nb1 Ti1,67
Al1 Mo1 Nb1 Ti1,151.0,MPEA Nano-indentation (calculated),calculated,Al1 Mo1 Nb1 Ti1,67
Al1 Mo1 Nb1 Ti1,151.0,MPEA Nano-indentation (calculated),calculated,Al1 Mo1 Nb1 Ti1,67
Al1 Mo1 Nb1 Ti1,151.0,MPEA Nano-indentation (calculated),calculated,Al1 Mo1 Nb1 Ti1,67
Co1 Cr1 Mo1 Nb1 Ti0.4,212.0,MPEA Nano-indentation (calculated),calculated,Co1 Cr1 Mo1 Nb1 Ti0.4,69
Hf1 Nb1 Ti1 V1 Zr1,95.0,MPEA Nano-indentation (calculated),calculated,Hf1 Nb1 Ti1 V1 Zr1,70
Hf1 Nb1 Ti1 V1 Zr1,95.0,MPEA Nano-indentation (calculated),calculated,Hf1 Nb1 Ti1 V1 Zr1,70
Hf1 Nb1 Ti1 V1 Zr1,95.0,MPEA Nano-indentation (calculated),calculated,Hf1 Nb1 Ti1 V1 Zr1,70
Hf0.26 Nb1 Ta1 Ti0.578 Zr0.416,122.0,MPEA Nano-indentation (calculated),calculated,Hf0.26 Nb1 Ta1 Ti0.578 Zr0.416,72
Hf0.26 Nb1 Ta1 Ti0.578 Zr0.416,122.0,MPEA Nano-indentation (calculated),calculated,Hf0.26 Nb1 Ta1 Ti0.578 Zr0.416,72
Hf0.26 Nb1 Ta1 Ti0.578 Zr0.416,122.0,MPEA Nano-indentation (calculated),calculated,Hf0.26 Nb1 Ta1 Ti0.578 Zr0.416,72
Hf0.26 Nb1 Ta1 Ti0.578 Zr0.416,122.0,MPEA Nano-indentation (calculated),calculated,Hf0.26 Nb1 Ta1 Ti0.578 Zr0.416,72
Hf0.26 Nb1 Ta1 Ti0.578 Zr0.416,122.0,MPEA Nano-indentation (calculated),calculated,Hf0.26 Nb1 Ta1 Ti0.578 Zr0.416,72
Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,100.0,MPEA Nano-indentation (calculated),calculated,Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,74
Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,100.0,MPEA Nano-indentation (calculated),calculated,Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,74
Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,100.0,MPEA Nano-indentation (calculated),calculated,Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,74
Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,100.0,MPEA Nano-indentation (calculated),calculated,Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,74
Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,100.0,MPEA Nano-indentation (calculated),calculated,Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,74
Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,100.0,MPEA Nano-indentation (calculated),calculated,Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,74
Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,100.0,MPEA Nano-indentation (calculated),calculated,Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,74
Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,100.0,MPEA Nano-indentation (calculated),calculated,Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,74
Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,100.0,MPEA Nano-indentation (calculated),calculated,Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,74
Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,100.0,MPEA Nano-indentation (calculated),calculated,Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,74
Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,100.0,MPEA Nano-indentation (calculated),calculated,Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,74
Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,100.0,MPEA Nano-indentation (calculated),calculated,Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,74
Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,100.0,MPEA Nano-indentation (calculated),calculated,Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,74
Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,100.0,MPEA Nano-indentation (calculated),calculated,Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,74
Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,100.0,MPEA Nano-indentation (calculated),calculated,Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,74
Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,100.0,MPEA Nano-indentation (calculated),calculated,Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,74
Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,100.0,MPEA Nano-indentation (calculated),calculated,Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,74
Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,100.0,MPEA Nano-indentation (calculated),calculated,Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,74
Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,100.0,MPEA Nano-indentation (calculated),calculated,Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,74
Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,100.0,MPEA Nano-indentation (calculated),calculated,Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,74
Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,100.0,MPEA Nano-indentation (calculated),calculated,Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,74
Hf1 Mo0.5 Nb1 Ti1 V0.5,126.0,MPEA Nano-indentation (calculated),calculated,Hf1 Mo0.5 Nb1 Ti1 V0.5,75
Hf1 Mo0.5 Nb1 Ti1 V0.5,126.0,MPEA Nano-indentation (calculated),calculated,Hf1 Mo0.5 Nb1 Ti1 V0.5,75
Hf1 Mo0.5 Nb1 Ti1 V0.5,126.0,MPEA Nano-indentation (calculated),calculated,Hf1 Mo0.5 Nb1 Ti1 V0.5,75
Hf0.787 Nb0.142 Ta0.142 Ti1 Zr0.787,92.0,MPEA Nano-indentation (calculated),calculated,Hf0.787 Nb0.142 Ta0.142 Ti1 Zr0.787,76
Hf1 Nb1 Ta1 Ti1 Zr1,107.0,MPEA Nano-indentation (calculated),calculated,Hf1 Nb1 Ta1 Ti1 Zr1,79
Hf1 Nb1 Ta1 Ti1 Zr1,107.0,MPEA Nano-indentation (calculated),calculated,Hf1 Nb1 Ta1 Ti1 Zr1,79
Hf1 Nb1 Ta1 Ti1 Zr1,107.0,MPEA Nano-indentation (calculated),calculated,Hf1 Nb1 Ta1 Ti1 Zr1,80
Hf1 Nb1 Ta1 Ti1 Zr1,107.0,MPEA Nano-indentation (calculated),calculated,Hf1 Nb1 Ta1 Ti1 Zr1,80
Hf1 Nb1 Ta1 Ti1 Zr1,107.0,MPEA Nano-indentation (calculated),calculated,Hf1 Nb1 Ta1 Ti1 Zr1,81
Hf1 Nb1 Ta1 Ti1 Zr1,107.0,MPEA Nano-indentation (calculated),calculated,Hf1 Nb1 Ta1 Ti1 Zr1,81
Hf1 Nb1 Ta1 Ti1 Zr1,107.0,MPEA Nano-indentation (calculated),calculated,Hf1 Nb1 Ta1 Ti1 Zr1,81
Hf1 Nb1 Ta1 Ti1 Zr1,107.0,MPEA Nano-indentation (calculated),calculated,Hf1 Nb1 Ta1 Ti1 Zr1,82
Hf1 Nb1 Ta1 Ti1 Zr1,107.0,MPEA Nano-indentation (calculated),calculated,Hf1 Nb1 Ta1 Ti1 Zr1,83
Hf1 Nb1 Ta1 Ti1 Zr1,107.0,MPEA Nano-indentation (calculated),calculated,Hf1 Nb1 Ta1 Ti1 Zr1,84
Hf1 Nb1 Ta1 Ti1 Zr1,107.0,MPEA Nano-indentation (calculated),calculated,Hf1 Nb1 Ta1 Ti1 Zr1,85
Hf1 Nb1 Ta1 Ti1 Zr1,107.0,MPEA Nano-indentation (calculated),calculated,Hf1 Nb1 Ta1 Ti1 Zr1,85
Hf1 Nb1 Ta1 Ti1 Zr1,107.0,MPEA Nano-indentation (calculated),calculated,Hf1 Nb1 Ta1 Ti1 Zr1,85
Hf1 Nb1 Ta1 Ti1 Zr1,107.0,MPEA Nano-indentation (calculated),calculated,Hf1 Nb1 Ta1 Ti1 Zr1,85
Al0.2 Mo1 Ta1 Ti1 V1,183.0,MPEA Nano-indentation (calculated),calculated,Al0.2 Mo1 Ta1 Ti1 V1,86
Al0.6 Mo1 Ta1 Ti1 V1,173.0,MPEA Nano-indentation (calculated),calculated,Al0.6 Mo1 Ta1 Ti1 V1,86
Al1 Mo1 Ta1 Ti1 V1,165.0,MPEA Nano-indentation (calculated),calculated,Al1 Mo1 Ta1 Ti1 V1,86
Mo1 Ta1 Ti1 V1,189.0,MPEA Nano-indentation (calculated),calculated,Mo1 Ta1 Ti1 V1,86
Hf1 Nb1 Ta1 Zr1,105.0,MPEA Nano-indentation (calculated),calculated,Hf1 Nb1 Ta1 Zr1,87
Hf1 Ta1 Ti1 Zr1,107.0,MPEA Nano-indentation (calculated),calculated,Hf1 Ta1 Ti1 Zr1,88
Mo1 Nb1 Ta1 Ti0.25 W1,242.0,MPEA Nano-indentation (calculated),calculated,Mo1 Nb1 Ta1 Ti0.25 W1,89
Mo1 Nb1 Ta1 Ti0.5 W1,234.0,MPEA Nano-indentation (calculated),calculated,Mo1 Nb1 Ta1 Ti0.5 W1,89
Mo1 Nb1 Ta1 Ti0.75 W1,228.0,MPEA Nano-indentation (calculated),calculated,Mo1 Nb1 Ta1 Ti0.75 W1,89
Mo1 Nb1 Ta1 Ti1 W1,222.0,MPEA Nano-indentation (calculated),calculated,Mo1 Nb1 Ta1 Ti1 W1,89
Mo1 Nb1 Ta1 W1,250.0,MPEA Nano-indentation (calculated),calculated,Mo1 Nb1 Ta1 W1,89
Mo1 Nb1 Ta1 Ti1 V1,171.0,MPEA Nano-indentation (calculated),calculated,Mo1 Nb1 Ta1 Ti1 V1,90
Mo1 Nb1 Ta1 Ti1 V1 W1,209.0,MPEA Nano-indentation (calculated),calculated,Mo1 Nb1 Ta1 Ti1 V1 W1,91
Mo1 Nb1 Ta1 Ti1 V1 W1,209.0,MPEA Nano-indentation (calculated),calculated,Mo1 Nb1 Ta1 Ti1 V1 W1,91
Mo1 Nb1 Ta1 Ti1 V1 W1,209.0,MPEA Nano-indentation (calculated),calculated,Mo1 Nb1 Ta1 Ti1 V1 W1,91
Mo1 Nb1 Ta1 Ti1 V1 W1,209.0,MPEA Nano-indentation (calculated),calculated,Mo1 Nb1 Ta1 Ti1 V1 W1,91
Mo1 Nb1 Ta1 Ti1 V1 W1,209.0,MPEA Nano-indentation (calculated),calculated,Mo1 Nb1 Ta1 Ti1 V1 W1,91
Mo1 Nb1 Ta1 Ti1 W1,222.0,MPEA Nano-indentation (calculated),calculated,Mo1 Nb1 Ta1 Ti1 W1,91
Mo1 Nb1 Ta1 Ti1 W1,222.0,MPEA Nano-indentation (calculated),calculated,Mo1 Nb1 Ta1 Ti1 W1,91
Mo1 Nb1 Ta1 Ti1 W1,222.0,MPEA Nano-indentation (calculated),calculated,Mo1 Nb1 Ta1 Ti1 W1,91
Mo1 Nb1 Ta1 Ti1 W1,222.0,MPEA Nano-indentation (calculated),calculated,Mo1 Nb1 Ta1 Ti1 W1,91
Mo1 Nb1 Ta1 Ti1 W1,222.0,MPEA Nano-indentation (calculated),calculated,Mo1 Nb1 Ta1 Ti1 W1,91
Mo1 Nb1 Ta1 V1 W1,229.0,MPEA Nano-indentation (calculated),calculated,Mo1 Nb1 Ta1 V1 W1,94
Nb1 Ta1 Ti1 V1,134.0,MPEA Nano-indentation (calculated),calculated,Nb1 Ta1 Ti1 V1,95
Nb1 Ta1 Ti1 V1 W1,187.0,MPEA Nano-indentation (calculated),calculated,Nb1 Ta1 Ti1 V1 W1,95
Nb1 Ta1 V1 W1,206.0,MPEA Nano-indentation (calculated),calculated,Nb1 Ta1 V1 W1,95
Al0.25 Cr0.5 Nb0.5 Ti1 V0.25,134.0,MPEA Nano-indentation (calculated),calculated,Al0.25 Cr0.5 Nb0.5 Ti1 V0.25,96
Al1 Cr0.5 Nb1 Ti1 V1,119.0,MPEA Nano-indentation (calculated),calculated,Al1 Cr0.5 Nb1 Ti1 V1,97
Al1 Cr0.5 Nb1 Ti1 V1,119.0,MPEA Nano-indentation (calculated),calculated,Al1 Cr0.5 Nb1 Ti1 V1,97
Al1 Cr0.5 Nb1 Ti1 V1,119.0,MPEA Nano-indentation (calculated),calculated,Al1 Cr0.5 Nb1 Ti1 V1,97
Al1 Cr0.5 Nb1 Ti1 V1,119.0,MPEA Nano-indentation (calculated),calculated,Al1 Cr0.5 Nb1 Ti1 V1,97
Al1 Nb1 Ti1 V1,104.0,MPEA Nano-indentation (calculated),calculated,Al1 Nb1 Ti1 V1,97
Al1 Nb1 Ti1 V1,104.0,MPEA Nano-indentation (calculated),calculated,Al1 Nb1 Ti1 V1,97
Al1 Nb1 Ti1 V1,104.0,MPEA Nano-indentation (calculated),calculated,Al1 Nb1 Ti1 V1,97
Al1 Nb1 Ti1 V1,104.0,MPEA Nano-indentation (calculated),calculated,Al1 Nb1 Ti1 V1,97
Co1 Cr1 Fe1 Mn1 Ni1,220.0,MPEA Nano-indentation (calculated),calculated,Co1 Cr1 Fe1 Mn1 Ni1,198
Al0.304 Co1 Cr1 Fe1 Ni1,210.0,MPEA Nano-indentation (calculated),calculated,Al0.304 Co1 Cr1 Fe1 Ni1,183
Al0.304 Co1 Cr1 Fe1 Ni1,210.0,MPEA Nano-indentation (calculated),calculated,Al0.304 Co1 Cr1 Fe1 Ni1,179
